#Time(s),T_Probe(K),T_VTI(K),B(T),Rxx_B_R,Rxx_B_I,Rxx_B_phase,Rxy_B_R,Rxy_B_I,Rxy_B_phase,Rxx_A_R,Rxx_A_I,Rxx_A_phase,Rxy_A_R,Rxy_A_I,Rxy_A_phase,Stabilized
#Date : 2026-03-20,#Sample : Cu_Modal-2026,#Comment : ,,,,,,,,,,,,,,
1.100000000E+1,2.688840000E+2,2.337869000E+2,9.985500000E+0,9.603382291E-4,1.084750739E-2,1.212333595E-1,7.385798986E-5,1.084750739E-2,1.785997588E+2,2.991384278E-3,1.138521915E-2,3.303347481E-2,1.698692716E-5,1.138521915E-2,1.737254845E+2,1.000000000E+0
1.200000000E+1,2.688840000E+2,2.337821000E+2,9.983100000E+0,9.596110833E-4,1.084744038E-2,9.854522728E-2,7.385715317E-5,1.084744038E-2,1.784681748E+2,2.990882432E-3,1.138519954E-2,2.987092510E-2,1.726360026E-5,1.138519954E-2,1.749820783E+2,1.000000000E+0
1.300000000E+1,2.688840000E+2,2.337936000E+2,9.981300000E+0,9.597899110E-4,1.084737485E-2,6.515096228E-2,7.417415034E-5,1.084737485E-2,1.787462158E+2,2.991140556E-3,1.138515089E-2,2.308071935E-2,1.713923933E-5,1.138515089E-2,1.769160360E+2,1.000000000E+0
1.400000000E+1,2.688840000E+2,2.337656000E+2,9.978200000E+0,9.597235740E-4,1.084729585E-2,6.422910905E-2,7.385448893E-5,1.084729585E-2,1.790160693E+2,2.991070809E-3,1.138509972E-2,1.717765581E-2,1.737642177E-5,1.138509972E-2,1.753610946E+2,1.000000000E+0
1.500000000E+1,2.688840000E+2,2.337257000E+2,9.975100000E+0,9.609084764E-4,1.084732788E-2,6.848678427E-2,7.310501807E-5,1.084732788E-2,1.787941062E+2,2.992090792E-3,1.138509439E-2,1.585645406E-2,1.653825546E-5,1.138509439E-2,1.750333664E+2,1.000000000E+0
1.600000000E+1,2.688840000E+2,2.337291000E+2,9.973000000E+0,9.597095684E-4,1.084738743E-2,5.720413053E-2,7.392856849E-5,1.084738743E-2,1.787852495E+2,2.991070847E-3,1.138519756E-2,1.482110939E-2,1.743135770E-5,1.138519756E-2,1.772930451E+2,1.000000000E+0
1.700000000E+1,2.688840000E+2,2.337387000E+2,9.969200000E+0,9.598157048E-4,1.084733058E-2,9.261684013E-2,7.388539497E-5,1.084733058E-2,1.789419677E+2,2.990764902E-3,1.138511809E-2,2.096049549E-2,1.753421318E-5,1.138511809E-2,1.756438208E+2,1.000000000E+0
1.800000000E+1,2.688840000E+2,2.337606000E+2,9.965800000E+0,9.604742330E-4,1.084736542E-2,5.120885388E-2,7.372335354E-5,1.084736542E-2,1.790835452E+2,2.991248842E-3,1.138515874E-2,1.248221368E-2,1.677402626E-5,1.138515874E-2,1.762683484E+2,1.000000000E+0
1.900000000E+1,2.688840000E+2,2.337646000E+2,9.963600000E+0,9.591687011E-4,1.084740080E-2,7.954241968E-2,7.437536852E-5,1.084740080E-2,1.787198911E+2,2.990245168E-3,1.138519580E-2,2.485138951E-2,1.798207394E-5,1.138519580E-2,1.759045501E+2,1.000000000E+0
2.000000000E+1,2.688840000E+2,2.337703000E+2,9.959300000E+0,9.600978472E-4,1.084737009E-2,1.946646615E-2,7.412613847E-5,1.084737009E-2,1.793241639E+2,2.990854008E-3,1.138511951E-2,4.703095533E-3,1.697509008E-5,1.138511951E-2,1.784216175E+2,1.000000000E+0
2.100000000E+1,2.688840000E+2,2.337630000E+2,9.955400000E+0,9.602920077E-4,1.084735039E-2,8.951015595E-2,7.408842144E-5,1.084735039E-2,1.784469785E+2,2.990989106E-3,1.138512140E-2,2.360117519E-2,1.707965776E-5,1.138512140E-2,1.753949556E+2,1.000000000E+0
2.200000000E+1,2.688840000E+2,2.337463000E+2,9.952700000E+0,9.602920077E-4,1.084735039E-2,8.951015595E-2,7.408842144E-5,1.084735039E-2,1.784469785E+2,2.990989106E-3,1.138512140E-2,2.360117519E-2,1.707965776E-5,1.138512140E-2,1.753949556E+2,1.000000000E+0
2.300000000E+1,2.688840000E+2,2.337885000E+2,9.949300000E+0,9.595194934E-4,1.084725953E-2,1.256373252E-1,7.394071852E-5,1.084725953E-2,1.781352849E+2,2.990899802E-3,1.138494243E-2,4.375219803E-2,1.776554613E-5,1.138494243E-2,1.726976697E+2,1.000000000E+0
2.400000000E+1,2.688840000E+2,2.338235000E+2,9.945300000E+0,9.597038772E-4,1.084732799E-2,7.958915489E-2,7.386756148E-5,1.084732799E-2,1.790191105E+2,2.991135586E-3,1.138507298E-2,2.164426380E-2,1.691614763E-5,1.138507298E-2,1.763276448E+2,1.000000000E+0
2.500000000E+1,2.688850000E+2,2.338282000E+2,9.941300000E+0,9.601547771E-4,1.084735911E-2,9.438726433E-2,7.387726320E-5,1.084735911E-2,1.786259681E+2,2.991266366E-3,1.138508992E-2,2.774501950E-2,1.682098546E-5,1.138508992E-2,1.743005869E+2,1.000000000E+0
2.600000000E+1,2.688840000E+2,2.338181000E+2,9.938700000E+0,9.604795295E-4,1.084731011E-2,1.078503427E-1,7.361064256E-5,1.084731011E-2,1.786081236E+2,2.991546283E-3,1.138505589E-2,3.309194140E-2,1.667051256E-5,1.138505589E-2,1.739072285E+2,1.000000000E+0
2.700000000E+1,2.688840000E+2,2.338105000E+2,9.934100000E+0,9.599401797E-4,1.084732877E-2,3.630232498E-2,7.389266190E-5,1.084732877E-2,1.790732316E+2,2.990930484E-3,1.138506304E-2,1.161445722E-2,1.692140731E-5,1.138506304E-2,1.776049571E+2,1.000000000E+0
2.800000000E+1,2.688840000E+2,2.338275000E+2,9.930100000E+0,9.604876736E-4,1.084736741E-2,1.035995166E-1,7.343707684E-5,1.084736741E-2,1.787346718E+2,2.991558489E-3,1.138511521E-2,3.107071672E-2,1.668181343E-5,1.138511521E-2,1.740976742E+2,1.000000000E+0
2.900000000E+1,2.688840000E+2,2.338402000E+2,9.927500000E+0,9.592384304E-4,1.084738951E-2,4.171466283E-2,7.466311392E-5,1.084738951E-2,1.791025459E+2,2.990480268E-3,1.138509045E-2,9.197362009E-3,1.757786299E-5,1.138509045E-2,1.768937828E+2,1.000000000E+0
3.000000000E+1,2.688850000E+2,2.338243000E+2,9.922800000E+0,9.598978967E-4,1.084740140E-2,5.432636385E-3,7.457612424E-5,1.084740140E-2,1.795179773E+2,2.990453469E-3,1.138513111E-2,2.761349345E-3,1.704437729E-5,1.138513111E-2,1.792061119E+2,1.000000000E+0
3.100000000E+1,2.688850000E+2,2.338112000E+2,9.918600000E+0,9.603016279E-4,1.084741629E-2,1.038254392E-1,7.410059673E-5,1.084741629E-2,1.789093901E+2,2.991035623E-3,1.138512285E-2,2.692570849E-2,1.669216416E-5,1.138512285E-2,1.741060050E+2,1.000000000E+0
3.200000000E+1,2.688850000E+2,2.338076000E+2,9.916000000E+0,9.599706743E-4,1.084747952E-2,7.870372987E-2,7.415777029E-5,1.084747952E-2,1.786570829E+2,2.990643110E-3,1.138519352E-2,2.358958250E-2,1.719389344E-5,1.138519352E-2,1.746489694E+2,1.000000000E+0
3.300000000E+1,2.688850000E+2,2.337938000E+2,9.911400000E+0,9.593917553E-4,1.084744940E-2,1.101583444E-2,7.396447633E-5,1.084744940E-2,1.792526658E+2,2.990775504E-3,1.138521744E-2,5.082809044E-3,1.727142379E-5,1.138521744E-2,1.790325717E+2,1.000000000E+0
3.400000000E+1,2.688840000E+2,2.337889000E+2,9.907100000E+0,9.603326231E-4,1.084738553E-2,-3.463280884E-2,7.412150516E-5,1.084738553E-2,1.797203718E+2,2.990831078E-3,1.138512606E-2,-5.146896603E-3,1.675054161E-5,1.138512606E-2,-1.792860239E+2,1.000000000E+0
3.500000000E+1,2.688850000E+2,2.337986000E+2,9.904400000E+0,9.601604146E-4,1.084739379E-2,8.362073284E-2,7.424266895E-5,1.084739379E-2,1.787613900E+2,2.990789753E-3,1.138512696E-2,2.084667292E-2,1.713221511E-5,1.138512696E-2,1.756619864E+2,1.000000000E+0
3.600000000E+1,2.688850000E+2,2.337917000E+2,9.899700000E+0,9.601604146E-4,1.084739379E-2,8.362073284E-2,7.424266895E-5,1.084739379E-2,1.787613900E+2,2.990789753E-3,1.138512696E-2,2.084667292E-2,1.713221511E-5,1.138512696E-2,1.756619864E+2,1.000000000E+0
3.700000000E+1,2.688850000E+2,2.337869000E+2,9.895500000E+0,9.604567438E-4,1.084736885E-2,8.482477412E-2,7.384005399E-5,1.084736885E-2,1.785031935E+2,2.991157316E-3,1.138508389E-2,2.023875090E-2,1.656978908E-5,1.138508389E-2,1.749541515E+2,1.000000000E+0
3.800000000E+1,2.688850000E+2,2.338081000E+2,9.892700000E+0,9.600461482E-4,1.084737903E-2,3.416284700E-2,7.422844994E-5,1.084737903E-2,1.792684994E+2,2.990993869E-3,1.138507154E-2,5.196666719E-3,1.660816931E-5,1.138507154E-2,1.775052715E+2,1.000000000E+0
3.900000000E+1,2.688850000E+2,2.338425000E+2,9.888100000E+0,9.604892545E-4,1.084733239E-2,6.747184506E-2,7.405381028E-5,1.084733239E-2,1.790043777E+2,2.991332550E-3,1.138502354E-2,1.130844920E-2,1.638264239E-5,1.138502354E-2,1.757940173E+2,1.000000000E+0
4.000000000E+1,2.688850000E+2,2.338730000E+2,9.883800000E+0,9.600254898E-4,1.084732676E-2,8.517975542E-2,7.431056591E-5,1.084732676E-2,1.788861122E+2,2.990872822E-3,1.138501541E-2,2.158585052E-2,1.670391626E-5,1.138501541E-2,1.743608687E+2,1.000000000E+0
4.100000000E+1,2.688850000E+2,2.338763000E+2,9.881000000E+0,9.601409786E-4,1.084732269E-2,8.052557852E-2,7.420696776E-5,1.084732269E-2,1.784345980E+2,2.990886031E-3,1.138501695E-2,2.916042730E-2,1.653946957E-5,1.138501695E-2,1.744622244E+2,1.000000000E+0
4.200000000E+1,2.688850000E+2,2.338520000E+2,9.876400000E+0,9.593992323E-4,1.084733866E-2,5.885928627E-2,7.449866549E-5,1.084733866E-2,1.787992078E+2,2.990288616E-3,1.138503736E-2,1.441203852E-2,1.709945407E-5,1.138503736E-2,1.773103844E+2,1.000000000E+0
4.300000000E+1,2.688850000E+2,2.338345000E+2,9.872000000E+0,9.604579200E-4,1.084726883E-2,3.931011118E-2,7.394184914E-5,1.084726883E-2,1.792392924E+2,2.991447212E-3,1.138503479E-2,1.162722458E-2,1.638545386E-5,1.138503479E-2,1.775728023E+2,1.000000000E+0
4.400000000E+1,2.688850000E+2,2.338330000E+2,9.869400000E+0,9.599049421E-4,1.084724288E-2,9.688153663E-2,7.435480193E-5,1.084724288E-2,1.786022991E+2,2.990772092E-3,1.138497461E-2,3.282519177E-2,1.704510376E-5,1.138497461E-2,1.736558709E+2,1.000000000E+0
4.500000000E+1,2.688850000E+2,2.338228000E+2,9.864600000E+0,9.598497077E-4,1.084725794E-2,9.445016148E-2,7.460879207E-5,1.084725794E-2,1.786413965E+2,2.990466058E-3,1.138494727E-2,3.161105395E-2,1.727963740E-5,1.138494727E-2,1.742688758E+2,1.000000000E+0
4.600000000E+1,2.688850000E+2,2.338132000E+2,9.860200000E+0,9.603631278E-4,1.084725306E-2,7.013813791E-2,7.409245772E-5,1.084725306E-2,1.789491278E+2,2.991171585E-3,1.138494194E-2,2.282611014E-2,1.649333460E-5,1.138494194E-2,1.757626226E+2,1.000000000E+0
4.700000000E+1,2.688850000E+2,2.338143000E+2,9.857600000E+0,9.605670176E-4,1.084723576E-2,1.034167953E-1,7.460520284E-5,1.084723576E-2,1.788734592E+2,2.991158683E-3,1.138492241E-2,2.441717404E-2,1.649882320E-5,1.138492241E-2,1.735838859E+2,1.000000000E+0
4.800000000E+1,2.688850000E+2,2.338139000E+2,9.852800000E+0,9.602050533E-4,1.084722734E-2,1.046021222E-1,7.454295496E-5,1.084722734E-2,1.786732601E+2,2.990564343E-3,1.138492223E-2,3.367581993E-2,1.660432576E-5,1.138492223E-2,1.734599060E+2,1.000000000E+0
4.900000000E+1,2.688850000E+2,2.338408000E+2,9.848600000E+0,9.602050533E-4,1.084722734E-2,1.046021222E-1,7.454295496E-5,1.084722734E-2,1.786732601E+2,2.990564343E-3,1.138492223E-2,3.367581993E-2,1.660432576E-5,1.138492223E-2,1.734599060E+2,1.000000000E+0
5.000000000E+1,2.688850000E+2,2.338464000E+2,9.845800000E+0,9.607394944E-4,1.084717264E-2,4.363609241E-2,7.380945079E-5,1.084717264E-2,1.791921341E+2,2.991360985E-3,1.138490746E-2,8.590357175E-3,1.623414066E-5,1.138490746E-2,1.769043202E+2,1.000000000E+0
5.100000000E+1,2.688850000E+2,2.338023000E+2,9.841100000E+0,9.594934150E-4,1.084720771E-2,6.568145332E-2,7.475219671E-5,1.084720771E-2,1.789344201E+2,2.990247946E-3,1.138492249E-2,2.186882616E-2,1.679197969E-5,1.138492249E-2,1.757601719E+2,1.000000000E+0
5.200000000E+1,2.688850000E+2,2.338006000E+2,9.836700000E+0,9.598258201E-4,1.084720631E-2,4.519885392E-2,7.459199062E-5,1.084720631E-2,1.789328426E+2,2.990218207E-3,1.138492428E-2,1.483110174E-2,1.669976702E-5,1.138492428E-2,1.768885443E+2,1.000000000E+0
5.300000000E+1,2.688850000E+2,2.338266000E+2,9.833900000E+0,9.610750343E-4,1.084713026E-2,3.584344721E-2,7.408967555E-5,1.084713026E-2,1.792821872E+2,2.991737696E-3,1.138482484E-2,1.385623161E-2,1.585286222E-5,1.138482484E-2,1.771950347E+2,1.000000000E+0
5.400000000E+1,2.688850000E+2,2.338302000E+2,9.829500000E+0,9.613333225E-4,1.084709053E-2,1.099289975E-1,7.380365535E-5,1.084709053E-2,1.787602267E+2,2.991750496E-3,1.138480347E-2,3.375021788E-2,1.535680686E-5,1.138480347E-2,1.726160307E+2,1.000000000E+0
5.500000000E+1,2.688850000E+2,2.338273000E+2,9.824800000E+0,9.605528639E-4,1.084712727E-2,9.747743731E-2,7.420122181E-5,1.084712727E-2,1.787965416E+2,2.990919710E-3,1.138486861E-2,3.243582349E-2,1.587882666E-5,1.138486861E-2,1.746214490E+2,1.000000000E+0
5.600000000E+1,2.688850000E+2,2.338307000E+2,9.822000000E+0,9.594352066E-4,1.084709198E-2,5.264043862E-2,7.516762037E-5,1.084709198E-2,1.790398940E+2,2.989993389E-3,1.138486402E-2,2.093651711E-2,1.708397785E-5,1.138486402E-2,1.766304040E+2,1.000000000E+0
5.700000000E+1,2.688860000E+2,2.338343000E+2,9.817600000E+0,9.619339490E-4,1.084703607E-2,1.146760496E-1,7.340193255E-5,1.084703607E-2,1.786441626E+2,2.992335055E-3,1.138480867E-2,2.990756012E-2,1.511555563E-5,1.138480867E-2,1.725357468E+2,1.000000000E+0
5.800000000E+1,2.688860000E+2,2.338267000E+2,9.813000000E+0,9.609264002E-4,1.084708785E-2,1.358577419E-1,7.427472454E-5,1.084708785E-2,1.786060093E+2,2.991429046E-3,1.138486278E-2,3.596727058E-2,1.617254607E-5,1.138486278E-2,1.723220710E+2,1.000000000E+0
5.900000000E+1,2.688860000E+2,2.338213000E+2,9.810100000E+0,9.598445561E-4,1.084706841E-2,3.847891381E-2,7.438253074E-5,1.084706841E-2,1.793561148E+2,2.990398541E-3,1.138483127E-2,6.009005921E-3,1.664928190E-5,1.138483127E-2,1.775993677E+2,1.000000000E+0
6.000000000E+1,2.688860000E+2,2.338260000E+2,9.805800000E+0,9.612104737E-4,1.084706845E-2,3.901644607E-2,7.357740310E-5,1.084706845E-2,1.793176094E+2,2.991690711E-3,1.138482131E-2,7.368469490E-3,1.511594307E-5,1.138482131E-2,1.777730238E+2,1.000000000E+0
6.100000000E+1,2.688860000E+2,2.338229000E+2,9.801400000E+0,9.600225692E-4,1.084714363E-2,8.875057336E-2,7.470235520E-5,1.084714363E-2,1.792670741E+2,2.990259298E-3,1.138485336E-2,2.351569145E-2,1.609885456E-5,1.138485336E-2,1.737216872E+2,1.000000000E+0
6.200000000E+1,2.688860000E+2,2.338289000E+2,9.797800000E+0,9.605395899E-4,1.084719867E-2,4.469339994E-2,7.452622423E-5,1.084719867E-2,1.791523177E+2,2.990686799E-3,1.138493383E-2,5.782454617E-3,1.619817727E-5,1.138493383E-2,1.765123424E+2,1.000000000E+0
6.300000000E+1,2.688860000E+2,2.338521000E+2,9.794200000E+0,9.605395899E-4,1.084719867E-2,4.469339994E-2,7.452622423E-5,1.084719867E-2,1.791523177E+2,2.990686799E-3,1.138493383E-2,5.782454617E-3,1.619817727E-5,1.138493383E-2,1.765123424E+2,1.000000000E+0
6.400000000E+1,2.688860000E+2,2.338429000E+2,9.789800000E+0,9.596924249E-4,1.084720932E-2,-1.015050124E-2,7.511518791E-5,1.084720932E-2,1.796370472E+2,2.989836869E-3,1.138491541E-2,-1.282486735E-2,1.667057682E-5,1.138491541E-2,1.796846284E+2,1.000000000E+0
6.500000000E+1,2.688860000E+2,2.338322000E+2,9.785600000E+0,9.603961356E-4,1.084717841E-2,8.430688482E-2,7.420593289E-5,1.084717841E-2,1.788898477E+2,2.990600427E-3,1.138485803E-2,2.028100516E-2,1.617149163E-5,1.138485803E-2,1.747162162E+2,1.000000000E+0
6.600000000E+1,2.688860000E+2,2.338470000E+2,9.782300000E+0,9.600439699E-4,1.084709469E-2,1.247493812E-1,7.492646973E-5,1.084709469E-2,1.785477333E+2,2.989980937E-3,1.138474740E-2,3.548438357E-2,1.637176693E-5,1.138474740E-2,1.729606689E+2,1.000000000E+0
6.700000000E+1,2.688860000E+2,2.338644000E+2,9.778100000E+0,9.596992774E-4,1.084708336E-2,1.000583981E-1,7.475114702E-5,1.084708336E-2,1.784565901E+2,2.989842538E-3,1.138474272E-2,3.720447236E-2,1.663440466E-5,1.138474272E-2,1.749371273E+2,1.000000000E+0
6.800000000E+1,2.688860000E+2,2.338729000E+2,9.773700000E+0,9.617863605E-4,1.084704902E-2,6.384898242E-3,7.380062872E-5,1.084704902E-2,1.792353180E+2,2.991669689E-3,1.138465509E-2,4.937277611E-4,1.485270496E-5,1.138465509E-2,1.795288052E+2,1.000000000E+0
6.900000000E+1,2.688870000E+2,2.338654000E+2,9.770500000E+0,9.612098782E-4,1.084700308E-2,4.856769644E-2,7.376950105E-5,1.084700308E-2,1.788683589E+2,2.991428065E-3,1.138461096E-2,1.306920199E-2,1.544852909E-5,1.138461096E-2,1.752994004E+2,1.000000000E+0
7.000000000E+1,2.688870000E+2,2.338436000E+2,9.766100000E+0,9.596595273E-4,1.084695479E-2,8.502415407E-2,7.492019615E-5,1.084695479E-2,1.785585854E+2,2.990330157E-3,1.138458722E-2,2.976484945E-2,1.639027392E-5,1.138458722E-2,1.746916414E+2,1.000000000E+0
7.100000000E+1,2.688870000E+2,2.338169000E+2,9.761700000E+0,9.598823867E-4,1.084700679E-2,6.036899166E-2,7.510051039E-5,1.084700679E-2,1.788158164E+2,2.989641821E-3,1.138466577E-2,2.194798019E-2,1.681391760E-5,1.138466577E-2,1.758364334E+2,1.000000000E+0
7.200000000E+1,2.688870000E+2,2.338183000E+2,9.758600000E+0,9.602928558E-4,1.084711378E-2,7.080874762E-2,7.490277464E-5,1.084711378E-2,1.790240572E+2,2.990047512E-3,1.138475973E-2,1.558629316E-2,1.597525222E-5,1.138475973E-2,1.765502391E+2,1.000000000E+0
7.300000000E+1,2.688870000E+2,2.338369000E+2,9.754100000E+0,9.596909296E-4,1.084713055E-2,3.502420251E-2,7.494809203E-5,1.084713055E-2,1.791153932E+2,2.990184919E-3,1.138480992E-2,1.561385640E-2,1.640208336E-5,1.138480992E-2,1.767427027E+2,1.000000000E+0
7.400000000E+1,2.688870000E+2,2.338574000E+2,9.749800000E+0,9.602995038E-4,1.084708138E-2,2.962855748E-2,7.455011668E-5,1.084708138E-2,1.790377025E+2,2.990524860E-3,1.138475642E-2,1.207624671E-2,1.594646593E-5,1.138475642E-2,1.771578810E+2,1.000000000E+0
7.500000000E+1,2.688870000E+2,2.338717000E+2,9.746600000E+0,9.604750827E-4,1.084700067E-2,5.243907212E-2,7.453904929E-5,1.084700067E-2,1.789870672E+2,2.990805304E-3,1.138463825E-2,1.918912528E-2,1.599458820E-5,1.138463825E-2,1.758344476E+2,1.000000000E+0
7.600000000E+1,2.688870000E+2,2.338658000E+2,9.742200000E+0,9.604750827E-4,1.084700067E-2,5.243907212E-2,7.453904929E-5,1.084700067E-2,1.789870672E+2,2.990805304E-3,1.138463825E-2,1.918912528E-2,1.599458820E-5,1.138463825E-2,1.758344476E+2,1.000000000E+0
7.700000000E+1,2.688870000E+2,2.338576000E+2,9.737800000E+0,9.601399611E-4,1.084696144E-2,5.690673689E-2,7.463853904E-5,1.084696144E-2,1.789764814E+2,2.990494672E-3,1.138460475E-2,1.993708671E-2,1.662513951E-5,1.138460475E-2,1.759191979E+2,1.000000000E+0
7.800000000E+1,2.688880000E+2,2.338197000E+2,9.734500000E+0,9.608165530E-4,1.084702733E-2,1.873349884E-2,7.482705493E-5,1.084702733E-2,1.791492975E+2,2.990716211E-3,1.138462031E-2,3.530260171E-3,1.570520966E-5,1.138462031E-2,1.778959692E+2,1.000000000E+0
7.900000000E+1,2.688880000E+2,2.337942000E+2,9.730100000E+0,9.618951936E-4,1.084702923E-2,4.653398414E-2,7.399240053E-5,1.084702923E-2,1.788055713E+2,2.991928999E-3,1.138465365E-2,1.945397033E-2,1.455333263E-5,1.138465365E-2,1.762934815E+2,1.000000000E+0
8.000000000E+1,2.688880000E+2,2.338234000E+2,9.725700000E+0,9.598961531E-4,1.084703409E-2,1.051287582E-1,7.542788161E-5,1.084703409E-2,1.787538966E+2,2.989769334E-3,1.138465453E-2,2.886687829E-2,1.623658151E-5,1.138465453E-2,1.739722511E+2,1.000000000E+0
8.100000000E+1,2.688880000E+2,2.338373000E+2,9.722600000E+0,9.596029702E-4,1.084705406E-2,5.734293343E-2,7.521062312E-5,1.084705406E-2,1.787945713E+2,2.989592635E-3,1.138469236E-2,1.884891538E-2,1.651751425E-5,1.138469236E-2,1.758756990E+2,1.000000000E+0
8.200000000E+1,2.688880000E+2,2.338566000E+2,9.718200000E+0,9.608262420E-4,1.084709966E-2,6.608111425E-2,7.449380665E-5,1.084709966E-2,1.788322253E+2,2.990761442E-3,1.138470418E-2,3.039104279E-2,1.533695353E-5,1.138470418E-2,1.757530976E+2,1.000000000E+0
8.300000000E+1,2.688880000E+2,2.338767000E+2,9.713800000E+0,9.610553874E-4,1.084706528E-2,1.189239418E-1,7.447638684E-5,1.084706528E-2,1.785512879E+2,2.991201877E-3,1.138469157E-2,3.970502299E-2,1.532781693E-5,1.138469157E-2,1.725525002E+2,1.000000000E+0
8.400000000E+1,2.688880000E+2,2.338680000E+2,9.710600000E+0,9.606390777E-4,1.084701177E-2,7.881468961E-2,7.464851493E-5,1.084701177E-2,1.789548725E+2,2.990533540E-3,1.138468320E-2,1.957269891E-2,1.541641500E-5,1.138468320E-2,1.749796549E+2,1.000000000E+0
8.500000000E+1,2.688880000E+2,2.338658000E+2,9.706200000E+0,9.596805356E-4,1.084707875E-2,3.488287502E-2,7.538349661E-5,1.084707875E-2,1.791566556E+2,2.989888715E-3,1.138472761E-2,8.762898090E-3,1.621853620E-5,1.138472761E-2,1.769603004E+2,1.000000000E+0
8.600000000E+1,2.688880000E+2,2.338574000E+2,9.701800000E+0,9.598552485E-4,1.084714382E-2,9.773940963E-2,7.549688674E-5,1.084714382E-2,1.784666843E+2,2.989631614E-3,1.138476727E-2,2.757385884E-2,1.634775027E-5,1.138476727E-2,1.744644044E+2,1.000000000E+0
8.700000000E+1,2.688880000E+2,2.338620000E+2,9.698700000E+0,9.606594390E-4,1.084709204E-2,4.879743151E-2,7.530154138E-5,1.084709204E-2,1.788077680E+2,2.990152940E-3,1.138470091E-2,1.941422246E-2,1.573728574E-5,1.138470091E-2,1.756058242E+2,1.000000000E+0
8.800000000E+1,2.688880000E+2,2.338594000E+2,9.694300000E+0,9.609501946E-4,1.084712469E-2,2.485350455E-2,7.454438650E-5,1.084712469E-2,1.788458518E+2,2.990757882E-3,1.138472549E-2,1.617235189E-2,1.547324365E-5,1.138472549E-2,1.779752541E+2,1.000000000E+0
