#Time(s),T0(K),B(T),S/T(microV/K^2),T+_X(V),T+_Y(V),T+_R(V),T+_phase(V),T-_X(V),T-_Y(V),T-_R(V),T-_phase(V),VS_X(V),VS_Y(V),VS_R(V),VS_phase(V),T+_DC(V),T-_DC(V),VS_DC(V),f(Hz),I_R(A),I_offset(A),R_heater(Ohm),Stable?
7.3136000E+4,3.5118700E+1,1.0000000E-4,6.7591473E-2,5.0844138E-6,2.5236034E-6,5.6762521E-6,2.6397093E+1,-4.0152602E-6,-1.4047852E-6,4.2539083E-6,-1.6071702E+2,1.0063667E-6,1.3642221E-6,1.6952510E-6,5.3584347E+1,-7.4069970E-6,2.4579805E-5,9.0293633E-6,5.0000000E-1,3.9252354E-4,1.5707875E-7,5.1000000E+3,1.0000000E+0
7.3137000E+4,3.5115500E+1,1.0000000E-4,6.7312782E-2,5.0461854E-6,2.5396163E-6,5.6492157E-6,2.6714945E+1,-4.0524513E-6,-1.3828784E-6,4.2819055E-6,-1.6115805E+2,1.0008974E-6,1.3588485E-6,1.6876803E-6,5.3625469E+1,-7.4140844E-6,2.4562222E-5,9.0269279E-6,5.0000000E-1,3.9252427E-4,1.5822410E-7,5.1000000E+3,1.0000000E+0
7.3138000E+4,3.5105900E+1,1.0000000E-4,6.7315291E-2,5.0461854E-6,2.5396163E-6,5.6492157E-6,2.6714945E+1,-4.0524513E-6,-1.3828784E-6,4.2819055E-6,-1.6115805E+2,1.0008974E-6,1.3588485E-6,1.6876803E-6,5.3625469E+1,-7.4140844E-6,2.4562222E-5,9.0269279E-6,5.0000000E-1,3.9252427E-4,1.5822410E-7,5.1000000E+3,1.0000000E+0
7.3139000E+4,3.5102700E+1,1.0000000E-4,6.7585644E-2,5.0572362E-6,2.5873113E-6,5.6806529E-6,2.7094548E+1,-4.0538405E-6,-1.3391510E-6,4.2693030E-6,-1.6171948E+2,9.8447684E-7,1.3818318E-6,1.6966596E-6,5.4532282E+1,-7.3731109E-6,2.4605268E-5,9.0520456E-6,5.0000000E-1,3.9252508E-4,1.5782872E-7,5.1000000E+3,1.0000000E+0
7.3140000E+4,3.5093100E+1,1.0000000E-4,6.7588164E-2,5.0572362E-6,2.5873113E-6,5.6806529E-6,2.7094548E+1,-4.0538405E-6,-1.3391510E-6,4.2693030E-6,-1.6171948E+2,9.8447684E-7,1.3818318E-6,1.6966596E-6,5.4532282E+1,-7.3731109E-6,2.4605268E-5,9.0520456E-6,5.0000000E-1,3.9252508E-4,1.5782872E-7,5.1000000E+3,1.0000000E+0
7.3141000E+4,3.5086700E+1,1.0000000E-4,6.7892886E-2,5.0956786E-6,2.5695269E-6,5.7068738E-6,2.6759804E+1,-4.0125105E-6,-1.3710908E-6,4.2402984E-6,-1.6113450E+2,9.9627138E-7,1.3833661E-6,1.7047752E-6,5.4239355E+1,-7.3899771E-6,2.4599007E-5,9.0572913E-6,5.0000000E-1,3.9252513E-4,1.5750059E-7,5.1000000E+3,1.0000000E+0
7.3142000E+4,3.5083500E+1,1.0000000E-4,6.7893730E-2,5.0956786E-6,2.5695269E-6,5.7068738E-6,2.6759804E+1,-4.0125105E-6,-1.3710908E-6,4.2402984E-6,-1.6113450E+2,9.9627138E-7,1.3833661E-6,1.7047752E-6,5.4239355E+1,-7.3899771E-6,2.4599007E-5,9.0572913E-6,5.0000000E-1,3.9252513E-4,1.5750059E-7,5.1000000E+3,1.0000000E+0
7.3143000E+4,3.5077100E+1,1.0000000E-4,6.7627140E-2,5.0581084E-6,2.5441601E-6,5.6619088E-6,2.6701778E+1,-4.0429025E-6,-1.3929476E-6,4.2761389E-6,-1.6098905E+2,9.9729203E-7,1.3726285E-6,1.6966734E-6,5.3999480E+1,-7.4052950E-6,2.4571873E-5,9.0108160E-6,5.0000000E-1,3.9252501E-4,1.5813701E-7,5.1000000E+3,1.0000000E+0
7.3144000E+4,3.5070700E+1,1.0000000E-4,6.7628822E-2,5.0581084E-6,2.5441601E-6,5.6619088E-6,2.6701778E+1,-4.0429025E-6,-1.3929476E-6,4.2761389E-6,-1.6098905E+2,9.9729203E-7,1.3726285E-6,1.6966734E-6,5.3999480E+1,-7.4052950E-6,2.4571873E-5,9.0108160E-6,5.0000000E-1,3.9252501E-4,1.5813701E-7,5.1000000E+3,1.0000000E+0
7.3145000E+4,3.5064300E+1,1.0000000E-4,6.7384658E-2,5.0619546E-6,2.5793593E-6,5.6812392E-6,2.7001479E+1,-4.0379764E-6,-1.3628588E-6,4.2617646E-6,-1.6134993E+2,9.8138163E-7,1.3766985E-6,1.6906829E-6,5.4516770E+1,-7.4068480E-6,2.4557437E-5,9.0182573E-6,5.0000000E-1,3.9252438E-4,1.5688997E-7,5.1000000E+3,1.0000000E+0
7.3146000E+4,3.5059200E+1,1.0000000E-4,6.7385993E-2,5.0619546E-6,2.5793593E-6,5.6812392E-6,2.7001479E+1,-4.0379764E-6,-1.3628588E-6,4.2617646E-6,-1.6134993E+2,9.8138163E-7,1.3766985E-6,1.6906829E-6,5.4516770E+1,-7.4068480E-6,2.4557437E-5,9.0182573E-6,5.0000000E-1,3.9252438E-4,1.5688997E-7,5.1000000E+3,1.0000000E+0
7.3147000E+4,3.5052800E+1,1.0000000E-4,6.7988909E-2,5.0916778E-6,2.5559379E-6,5.6971924E-6,2.6655893E+1,-4.0090534E-6,-1.3966654E-6,4.2453720E-6,-1.6079279E+2,1.0071373E-6,1.3777421E-6,1.7066044E-6,5.3832983E+1,-7.4056070E-6,2.4547563E-5,9.0357568E-6,5.0000000E-1,3.9252600E-4,1.5589040E-7,5.1000000E+3,1.0000000E+0
7.3148000E+4,3.5046400E+1,1.0000000E-4,6.7990600E-2,5.0916778E-6,2.5559379E-6,5.6971924E-6,2.6655893E+1,-4.0090534E-6,-1.3966654E-6,4.2453720E-6,-1.6079279E+2,1.0071373E-6,1.3777421E-6,1.7066044E-6,5.3832983E+1,-7.4056070E-6,2.4547563E-5,9.0357568E-6,5.0000000E-1,3.9252600E-4,1.5589040E-7,5.1000000E+3,1.0000000E+0
7.3149000E+4,3.5039300E+1,1.0000000E-4,6.7707746E-2,5.0731265E-6,2.5467415E-6,5.6764870E-6,2.6656940E+1,-4.0227577E-6,-1.3983117E-6,4.2588561E-6,-1.6083253E+2,1.0028995E-6,1.3704059E-6,1.6981813E-6,5.3802341E+1,-7.4059446E-6,2.4529023E-5,9.0396684E-6,5.0000000E-1,3.9252546E-4,1.5424896E-7,5.1000000E+3,1.0000000E+0
7.3150000E+4,3.5039300E+1,1.0000000E-4,6.7707746E-2,5.0731265E-6,2.5467415E-6,5.6764870E-6,2.6656940E+1,-4.0227577E-6,-1.3983117E-6,4.2588561E-6,-1.6083253E+2,1.0028995E-6,1.3704059E-6,1.6981813E-6,5.3802341E+1,-7.4059446E-6,2.4529023E-5,9.0396684E-6,5.0000000E-1,3.9252546E-4,1.5424896E-7,5.1000000E+3,1.0000000E+0
7.3151000E+4,3.5033500E+1,1.0000000E-4,6.7669145E-2,5.0518098E-6,2.5853192E-6,5.6749147E-6,2.7101596E+1,-4.0386712E-6,-1.3692928E-6,4.2644844E-6,-1.6127101E+2,9.8528026E-7,1.3816507E-6,1.6969784E-6,5.4506641E+1,-7.3969504E-6,2.4541516E-5,9.0356870E-6,5.0000000E-1,3.9252590E-4,1.5585467E-7,5.1000000E+3,1.0000000E+0
7.3152000E+4,3.5033500E+1,1.0000000E-4,6.7669145E-2,5.0518098E-6,2.5853192E-6,5.6749147E-6,2.7101596E+1,-4.0386712E-6,-1.3692928E-6,4.2644844E-6,-1.6127101E+2,9.8528026E-7,1.3816507E-6,1.6969784E-6,5.4506641E+1,-7.3969504E-6,2.4541516E-5,9.0356870E-6,5.0000000E-1,3.9252590E-4,1.5585467E-7,5.1000000E+3,1.0000000E+0
7.3153000E+4,3.5012900E+1,1.0000000E-4,6.7833589E-2,5.0741835E-6,2.5524346E-6,5.6799877E-6,2.6703480E+1,-4.0361162E-6,-1.3946994E-6,4.2702952E-6,-1.6093716E+2,9.9757857E-7,1.3809427E-6,1.7035744E-6,5.4156046E+1,-7.4098655E-6,2.4555235E-5,9.0316357E-6,5.0000000E-1,3.9252632E-4,1.5637903E-7,5.1000000E+3,1.0000000E+0
7.3154000E+4,3.5006500E+1,1.0000000E-4,6.7835277E-2,5.0741835E-6,2.5524346E-6,5.6799877E-6,2.6703480E+1,-4.0361162E-6,-1.3946994E-6,4.2702952E-6,-1.6093716E+2,9.9757857E-7,1.3809427E-6,1.7035744E-6,5.4156046E+1,-7.4098655E-6,2.4555235E-5,9.0316357E-6,5.0000000E-1,3.9252632E-4,1.5637903E-7,5.1000000E+3,1.0000000E+0
7.3155000E+4,3.5000100E+1,1.0000000E-4,6.7646512E-2,5.0654811E-6,2.5764584E-6,5.6830657E-6,2.6959279E+1,-4.0401332E-6,-1.3755588E-6,4.2678845E-6,-1.6119765E+2,9.9710437E-7,1.3748841E-6,1.6983884E-6,5.4049328E+1,-7.3885173E-6,2.4590869E-5,9.0420037E-6,5.0000000E-1,3.9252637E-4,1.5635184E-7,5.1000000E+3,1.0000000E+0
7.3156000E+4,3.4990400E+1,1.0000000E-4,6.7649064E-2,5.0654811E-6,2.5764584E-6,5.6830657E-6,2.6959279E+1,-4.0401332E-6,-1.3755588E-6,4.2678845E-6,-1.6119765E+2,9.9710437E-7,1.3748841E-6,1.6983884E-6,5.4049328E+1,-7.3885173E-6,2.4590869E-5,9.0420037E-6,5.0000000E-1,3.9252637E-4,1.5635184E-7,5.1000000E+3,1.0000000E+0
7.3157000E+4,3.4984000E+1,1.0000000E-4,6.8123530E-2,5.0919873E-6,2.5528822E-6,5.6960989E-6,2.6627027E+1,-4.0177165E-6,-1.3958817E-6,4.2532966E-6,-1.6084116E+2,1.0023168E-6,1.3862867E-6,1.7106811E-6,5.4132214E+1,-7.3284842E-6,2.4612036E-5,9.0572052E-6,5.0000000E-1,3.9252657E-4,1.5686316E-7,5.1000000E+3,1.0000000E+0
7.3158000E+4,3.4977500E+1,1.0000000E-4,6.8125253E-2,5.0919873E-6,2.5528822E-6,5.6960989E-6,2.6627027E+1,-4.0177165E-6,-1.3958817E-6,4.2532966E-6,-1.6084116E+2,1.0023168E-6,1.3862867E-6,1.7106811E-6,5.4132214E+1,-7.3284842E-6,2.4612036E-5,9.0572052E-6,5.0000000E-1,3.9252657E-4,1.5686316E-7,5.1000000E+3,1.0000000E+0
7.3159000E+4,3.4977500E+1,1.0000000E-4,6.7511163E-2,5.0500315E-6,2.5689050E-6,5.6658708E-6,2.6962026E+1,-4.0492113E-6,-1.3855455E-6,4.2797019E-6,-1.6111025E+2,9.9518797E-7,1.3708637E-6,1.6940089E-6,5.4021967E+1,-7.3521142E-6,2.4597524E-5,9.0682437E-6,5.0000000E-1,3.9252558E-4,1.5670356E-7,5.1000000E+3,1.0000000E+0
7.3160000E+4,3.4964600E+1,1.0000000E-4,6.7514551E-2,5.0500315E-6,2.5689050E-6,5.6658708E-6,2.6962026E+1,-4.0492113E-6,-1.3855455E-6,4.2797019E-6,-1.6111025E+2,9.9518797E-7,1.3708637E-6,1.6940089E-6,5.4021967E+1,-7.3521142E-6,2.4597524E-5,9.0682437E-6,5.0000000E-1,3.9252558E-4,1.5670356E-7,5.1000000E+3,1.0000000E+0
7.3161000E+4,3.4960800E+1,1.0000000E-4,6.8186548E-2,5.0908480E-6,2.5572188E-6,5.6970257E-6,2.6671150E+1,-4.0102684E-6,-1.3950520E-6,4.2459890E-6,-1.6081875E+2,1.0040784E-6,1.3853944E-6,1.7109913E-6,5.4066902E+1,-7.3862798E-6,2.4553754E-5,9.0268394E-6,5.0000000E-1,3.9252591E-4,1.5769623E-7,5.1000000E+3,1.0000000E+0
7.3162000E+4,3.4954900E+1,1.0000000E-4,6.8188114E-2,5.0908480E-6,2.5572188E-6,5.6970257E-6,2.6671150E+1,-4.0102684E-6,-1.3950520E-6,4.2459890E-6,-1.6081875E+2,1.0040784E-6,1.3853944E-6,1.7109913E-6,5.4066902E+1,-7.3862798E-6,2.4553754E-5,9.0268394E-6,5.0000000E-1,3.9252591E-4,1.5769623E-7,5.1000000E+3,1.0000000E+0
7.3163000E+4,3.4945300E+1,1.0000000E-4,6.7760191E-2,5.0666992E-6,2.5540678E-6,5.6740376E-6,2.6752175E+1,-4.0313188E-6,-1.4002345E-6,4.2675740E-6,-1.6084589E+2,1.0039927E-6,1.3716637E-6,1.6998420E-6,5.3797644E+1,-7.3943916E-6,2.4512575E-5,9.0067345E-6,5.0000000E-1,3.9252640E-4,1.5763124E-7,5.1000000E+3,1.0000000E+0
7.3164000E+4,3.4938900E+1,1.0000000E-4,6.7761880E-2,5.0666992E-6,2.5540678E-6,5.6740376E-6,2.6752175E+1,-4.0313188E-6,-1.4002345E-6,4.2675740E-6,-1.6084589E+2,1.0039927E-6,1.3716637E-6,1.6998420E-6,5.3797644E+1,-7.3943916E-6,2.4512575E-5,9.0067345E-6,5.0000000E-1,3.9252640E-4,1.5763124E-7,5.1000000E+3,1.0000000E+0
7.3165000E+4,3.4932300E+1,1.0000000E-4,6.7600330E-2,5.0553988E-6,2.5842359E-6,5.6776168E-6,2.7075363E+1,-4.0383453E-6,-1.3791578E-6,4.2673538E-6,-1.6114417E+2,9.8666977E-7,1.3790824E-6,1.6956961E-6,5.4418029E+1,-7.4274675E-6,2.4470382E-5,8.9711673E-6,5.0000000E-1,3.9252619E-4,1.5880462E-7,5.1000000E+3,1.0000000E+0
7.3166000E+4,3.4925900E+1,1.0000000E-4,6.7602014E-2,5.0553988E-6,2.5842359E-6,5.6776168E-6,2.7075363E+1,-4.0383453E-6,-1.3791578E-6,4.2673538E-6,-1.6114417E+2,9.8666977E-7,1.3790824E-6,1.6956961E-6,5.4418029E+1,-7.4274675E-6,2.4470382E-5,8.9711673E-6,5.0000000E-1,3.9252619E-4,1.5880462E-7,5.1000000E+3,1.0000000E+0
7.3167000E+4,3.4922600E+1,1.0000000E-4,6.8005097E-2,5.0632288E-6,2.5695898E-6,5.6779466E-6,2.6907804E+1,-4.0225305E-6,-1.3960891E-6,4.2579122E-6,-1.6085978E+2,1.0063866E-6,1.3759113E-6,1.7046835E-6,5.3817041E+1,-7.4004964E-6,2.4502692E-5,9.0046111E-6,5.0000000E-1,3.9252562E-4,1.5774609E-7,5.1000000E+3,1.0000000E+0
7.3168000E+4,3.4916100E+1,1.0000000E-4,6.8006818E-2,5.0632288E-6,2.5695898E-6,5.6779466E-6,2.6907804E+1,-4.0225305E-6,-1.3960891E-6,4.2579122E-6,-1.6085978E+2,1.0063866E-6,1.3759113E-6,1.7046835E-6,5.3817041E+1,-7.4004964E-6,2.4502692E-5,9.0046111E-6,5.0000000E-1,3.9252562E-4,1.5774609E-7,5.1000000E+3,1.0000000E+0
7.3169000E+4,3.4906400E+1,1.0000000E-4,6.7731122E-2,5.0411512E-6,2.5859087E-6,5.6656976E-6,2.7156007E+1,-4.0532120E-6,-1.3852656E-6,4.2833968E-6,-1.6113112E+2,9.9369972E-7,1.3786378E-6,1.6994356E-6,5.4216549E+1,-7.3823240E-6,2.4523255E-5,9.0266089E-6,5.0000000E-1,3.9252565E-4,1.5692161E-7,5.1000000E+3,1.0000000E+0
7.3170000E+4,3.4903200E+1,1.0000000E-4,6.7731967E-2,5.0411512E-6,2.5859087E-6,5.6656976E-6,2.7156007E+1,-4.0532120E-6,-1.3852656E-6,4.2833968E-6,-1.6113112E+2,9.9369972E-7,1.3786378E-6,1.6994356E-6,5.4216549E+1,-7.3823240E-6,2.4523255E-5,9.0266089E-6,5.0000000E-1,3.9252565E-4,1.5692161E-7,5.1000000E+3,1.0000000E+0
7.3171000E+4,3.4893700E+1,1.0000000E-4,6.7738711E-2,5.0611281E-6,2.5807653E-6,5.6811414E-6,2.7017898E+1,-4.0375913E-6,-1.3865302E-6,4.2690291E-6,-1.6104726E+2,9.8965300E-7,1.3821907E-6,1.6999600E-6,5.4397214E+1,-7.3709222E-6,2.4564199E-5,9.0390956E-6,5.0000000E-1,3.9252709E-4,1.5658977E-7,5.1000000E+3,1.0000000E+0
7.3172000E+4,3.4887500E+1,1.0000000E-4,6.7740347E-2,5.0611281E-6,2.5807653E-6,5.6811414E-6,2.7017898E+1,-4.0375913E-6,-1.3865302E-6,4.2690291E-6,-1.6104726E+2,9.8965300E-7,1.3821907E-6,1.6999600E-6,5.4397214E+1,-7.3709222E-6,2.4564199E-5,9.0390956E-6,5.0000000E-1,3.9252709E-4,1.5658977E-7,5.1000000E+3,1.0000000E+0
7.3173000E+4,3.4881300E+1,1.0000000E-4,6.7859688E-2,5.0765085E-6,2.5859347E-6,5.6971920E-6,2.6993947E+1,-4.0162611E-6,-1.3940674E-6,4.2513265E-6,-1.6085782E+2,9.9605075E-7,1.3811534E-6,1.7028511E-6,5.4201869E+1,-7.3658396E-6,2.4539598E-5,9.0577360E-6,5.0000000E-1,3.9252637E-4,1.5642158E-7,5.1000000E+3,1.0000000E+0
7.3174000E+4,3.4875100E+1,1.0000000E-4,6.7861327E-2,5.0765085E-6,2.5859347E-6,5.6971920E-6,2.6993947E+1,-4.0162611E-6,-1.3940674E-6,4.2513265E-6,-1.6085782E+2,9.9605075E-7,1.3811534E-6,1.7028511E-6,5.4201869E+1,-7.3658396E-6,2.4539598E-5,9.0577360E-6,5.0000000E-1,3.9252637E-4,1.5642158E-7,5.1000000E+3,1.0000000E+0
7.3175000E+4,3.4872000E+1,1.0000000E-4,6.7916932E-2,5.0723990E-6,2.5664155E-6,5.6846917E-6,2.6837446E+1,-4.0302290E-6,-1.4154305E-6,4.2715559E-6,-1.6064855E+2,1.0048522E-6,1.3785422E-6,1.7059034E-6,5.3910803E+1,-7.4172788E-6,2.4506017E-5,9.0193329E-6,5.0000000E-1,3.9252608E-4,1.5670081E-7,5.1000000E+3,1.0000000E+0
7.3176000E+4,3.4862700E+1,1.0000000E-4,6.7919394E-2,5.0723990E-6,2.5664155E-6,5.6846917E-6,2.6837446E+1,-4.0302290E-6,-1.4154305E-6,4.2715559E-6,-1.6064855E+2,1.0048522E-6,1.3785422E-6,1.7059034E-6,5.3910803E+1,-7.4172788E-6,2.4506017E-5,9.0193329E-6,5.0000000E-1,3.9252608E-4,1.5670081E-7,5.1000000E+3,1.0000000E+0
7.3177000E+4,3.4856400E+1,1.0000000E-4,6.7362521E-2,5.0567914E-6,2.5569096E-6,5.6664738E-6,2.6822928E+1,-4.0534296E-6,-1.4234546E-6,4.2961046E-6,-1.6065011E+2,9.9637333E-7,1.3687036E-6,1.6929588E-6,5.3946556E+1,-7.3833135E-6,2.4527593E-5,8.9930091E-6,5.0000000E-1,3.9252718E-4,1.5612028E-7,5.1000000E+3,1.0000000E+0
7.3178000E+4,3.4850100E+1,1.0000000E-4,6.7364175E-2,5.0567914E-6,2.5569096E-6,5.6664738E-6,2.6822928E+1,-4.0534296E-6,-1.4234546E-6,4.2961046E-6,-1.6065011E+2,9.9637333E-7,1.3687036E-6,1.6929588E-6,5.3946556E+1,-7.3833135E-6,2.4527593E-5,8.9930091E-6,5.0000000E-1,3.9252718E-4,1.5612028E-7,5.1000000E+3,1.0000000E+0
7.3179000E+4,3.4847000E+1,1.0000000E-4,6.7554357E-2,5.0573712E-6,2.5952764E-6,5.6844053E-6,2.7165401E+1,-4.0509006E-6,-1.3962897E-6,4.2847894E-6,-1.6098163E+2,9.9338361E-7,1.3773174E-6,1.6981797E-6,5.4199153E+1,-7.3908037E-6,2.4556280E-5,8.9927507E-6,5.0000000E-1,3.9252530E-4,1.5639407E-7,5.1000000E+3,1.0000000E+0
7.3180000E+4,3.4840800E+1,1.0000000E-4,6.7555990E-2,5.0573712E-6,2.5952764E-6,5.6844053E-6,2.7165401E+1,-4.0509006E-6,-1.3962897E-6,4.2847894E-6,-1.6098163E+2,9.9338361E-7,1.3773174E-6,1.6981797E-6,5.4199153E+1,-7.3908037E-6,2.4556280E-5,8.9927507E-6,5.0000000E-1,3.9252530E-4,1.5639407E-7,5.1000000E+3,1.0000000E+0
7.3181000E+4,3.4831400E+1,1.0000000E-4,6.7834625E-2,5.0744572E-6,2.5930865E-6,5.6986150E-6,2.7067381E+1,-4.0267781E-6,-1.3969978E-6,4.2622230E-6,-1.6086696E+2,9.9154305E-7,1.3857007E-6,1.7039143E-6,5.4414251E+1,-7.3797628E-6,2.4587761E-5,9.0035656E-6,5.0000000E-1,3.9252602E-4,1.5659359E-7,5.1000000E+3,1.0000000E+0
7.3182000E+4,3.4825100E+1,1.0000000E-4,6.7836291E-2,5.0744572E-6,2.5930865E-6,5.6986150E-6,2.7067381E+1,-4.0267781E-6,-1.3969978E-6,4.2622230E-6,-1.6086696E+2,9.9154305E-7,1.3857007E-6,1.7039143E-6,5.4414251E+1,-7.3797628E-6,2.4587761E-5,9.0035656E-6,5.0000000E-1,3.9252602E-4,1.5659359E-7,5.1000000E+3,1.0000000E+0
7.3183000E+4,3.4822000E+1,1.0000000E-4,6.7861956E-2,5.0836074E-6,2.5701988E-6,5.6964012E-6,2.6820504E+1,-4.0264490E-6,-1.4171658E-6,4.2685654E-6,-1.6060976E+2,1.0020073E-6,1.3804059E-6,1.7057371E-6,5.4024901E+1,-7.3939096E-6,2.4566490E-5,9.0028183E-6,5.0000000E-1,3.9252625E-4,1.5534549E-7,5.1000000E+3,1.0000000E+0
7.3184000E+4,3.4812600E+1,1.0000000E-4,6.7864444E-2,5.0836074E-6,2.5701988E-6,5.6964012E-6,2.6820504E+1,-4.0264490E-6,-1.4171658E-6,4.2685654E-6,-1.6060976E+2,1.0020073E-6,1.3804059E-6,1.7057371E-6,5.4024901E+1,-7.3939096E-6,2.4566490E-5,9.0028183E-6,5.0000000E-1,3.9252625E-4,1.5534549E-7,5.1000000E+3,1.0000000E+0
7.3185000E+4,3.4809400E+1,1.0000000E-4,6.7629324E-2,5.0497782E-6,2.5861259E-6,5.6734740E-6,2.7118195E+1,-4.0492609E-6,-1.4098590E-6,4.2876819E-6,-1.6080306E+2,9.8862896E-7,1.3813412E-6,1.6986732E-6,5.4408617E+1,-7.4079237E-6,2.4545423E-5,8.9943339E-6,5.0000000E-1,3.9252687E-4,1.5597518E-7,5.1000000E+3,1.0000000E+0
7.3186000E+4,3.4800000E+1,1.0000000E-4,6.7631804E-2,5.0497782E-6,2.5861259E-6,5.6734740E-6,2.7118195E+1,-4.0492609E-6,-1.4098590E-6,4.2876819E-6,-1.6080306E+2,9.8862896E-7,1.3813412E-6,1.6986732E-6,5.4408617E+1,-7.4079237E-6,2.4545423E-5,8.9943339E-6,5.0000000E-1,3.9252687E-4,1.5597518E-7,5.1000000E+3,1.0000000E+0
7.3187000E+4,3.4796800E+1,1.0000000E-4,6.7871987E-2,5.0592910E-6,2.6014963E-6,5.6889549E-6,2.7212307E+1,-4.0378284E-6,-1.3895957E-6,4.2702499E-6,-1.6100939E+2,9.9300501E-7,1.3848149E-6,1.7040456E-6,5.4356944E+1,-7.3834136E-6,2.4550441E-5,8.9949998E-6,5.0000000E-1,3.9252559E-4,1.5662573E-7,5.1000000E+3,1.0000000E+0
7.3188000E+4,3.4787400E+1,1.0000000E-4,6.7874477E-2,5.0592910E-6,2.6014963E-6,5.6889549E-6,2.7212307E+1,-4.0378284E-6,-1.3895957E-6,4.2702499E-6,-1.6100939E+2,9.9300501E-7,1.3848149E-6,1.7040456E-6,5.4356944E+1,-7.3834136E-6,2.4550441E-5,8.9949998E-6,5.0000000E-1,3.9252559E-4,1.5662573E-7,5.1000000E+3,1.0000000E+0
7.3189000E+4,3.4781100E+1,1.0000000E-4,6.8125154E-2,5.0981152E-6,2.5733037E-6,5.7107504E-6,2.6782630E+1,-4.0144504E-6,-1.4245712E-6,4.2597201E-6,-1.6046222E+2,1.0089978E-6,1.3845514E-6,1.7132014E-6,5.3917145E+1,-7.3678163E-6,2.4536783E-5,9.0016518E-6,5.0000000E-1,3.9252540E-4,1.5670259E-7,5.1000000E+3,1.0000000E+0
7.3190000E+4,3.4774800E+1,1.0000000E-4,6.8126829E-2,5.0981152E-6,2.5733037E-6,5.7107504E-6,2.6782630E+1,-4.0144504E-6,-1.4245712E-6,4.2597201E-6,-1.6046222E+2,1.0089978E-6,1.3845514E-6,1.7132014E-6,5.3917145E+1,-7.3678163E-6,2.4536783E-5,9.0016518E-6,5.0000000E-1,3.9252540E-4,1.5670259E-7,5.1000000E+3,1.0000000E+0
7.3191000E+4,3.4768600E+1,1.0000000E-4,6.7860301E-2,5.0491230E-6,2.5962379E-6,5.6775077E-6,2.7212038E+1,-4.0564588E-6,-1.4067309E-6,4.2934543E-6,-1.6087407E+2,9.9868165E-7,1.3827833E-6,1.7057124E-6,5.4162215E+1,-7.3800492E-6,2.4499476E-5,8.9702546E-6,5.0000000E-1,3.9252567E-4,1.5580892E-7,5.1000000E+3,1.0000000E+0
7.3192000E+4,3.4765400E+1,1.0000000E-4,6.7861148E-2,5.0491230E-6,2.5962379E-6,5.6775077E-6,2.7212038E+1,-4.0564588E-6,-1.4067309E-6,4.2934543E-6,-1.6087407E+2,9.9868165E-7,1.3827833E-6,1.7057124E-6,5.4162215E+1,-7.3800492E-6,2.4499476E-5,8.9702546E-6,5.0000000E-1,3.9252567E-4,1.5580892E-7,5.1000000E+3,1.0000000E+0
7.3193000E+4,3.4759100E+1,1.0000000E-4,6.7589061E-2,5.0513456E-6,2.6019969E-6,5.6821193E-6,2.7253432E+1,-4.0446445E-6,-1.4048903E-6,4.2816896E-6,-1.6084554E+2,9.9600460E-7,1.3747096E-6,1.6976017E-6,5.4075918E+1,-7.4155326E-6,2.4490415E-5,8.9586992E-6,5.0000000E-1,3.9252583E-4,1.5654527E-7,5.1000000E+3,1.0000000E+0
7.3194000E+4,3.4749700E+1,1.0000000E-4,6.7591542E-2,5.0513456E-6,2.6019969E-6,5.6821193E-6,2.7253432E+1,-4.0446445E-6,-1.4048903E-6,4.2816896E-6,-1.6084554E+2,9.9600460E-7,1.3747096E-6,1.6976017E-6,5.4075918E+1,-7.4155326E-6,2.4490415E-5,8.9586992E-6,5.0000000E-1,3.9252583E-4,1.5654527E-7,5.1000000E+3,1.0000000E+0
7.3195000E+4,3.4746600E+1,1.0000000E-4,6.7728094E-2,5.0733675E-6,2.6194711E-6,5.7097011E-6,2.7308123E+1,-4.0352075E-6,-1.3968397E-6,4.2701359E-6,-1.6090604E+2,9.8940279E-7,1.3868828E-6,1.7036319E-6,5.4495923E+1,-7.4067200E-6,2.4500838E-5,8.9612231E-6,5.0000000E-1,3.9252580E-4,1.5744251E-7,5.1000000E+3,1.0000000E+0
7.3196000E+4,3.4737200E+1,1.0000000E-4,6.7730581E-2,5.0733675E-6,2.6194711E-6,5.7097011E-6,2.7308123E+1,-4.0352075E-6,-1.3968397E-6,4.2701359E-6,-1.6090604E+2,9.8940279E-7,1.3868828E-6,1.7036319E-6,5.4495923E+1,-7.4067200E-6,2.4500838E-5,8.9612231E-6,5.0000000E-1,3.9252580E-4,1.5744251E-7,5.1000000E+3,1.0000000E+0
7.3197000E+4,3.4734000E+1,1.0000000E-4,6.8172122E-2,5.0857413E-6,2.5928757E-6,5.7085698E-6,2.7013960E+1,-4.0191885E-6,-1.4136821E-6,4.2605602E-6,-1.6062153E+2,1.0027449E-6,1.3894115E-6,1.7134648E-6,5.4181836E+1,-7.4507971E-6,2.4443623E-5,8.9356652E-6,5.0000000E-1,3.9252543E-4,1.5723946E-7,5.1000000E+3,1.0000000E+0
