#Time(s),T0(K),B(T),S/T(microV/K^2),T+_X(V),T+_Y(V),T+_R(V),T+_phase(V),T-_X(V),T-_Y(V),T-_R(V),T-_phase(V),VS_X(V),VS_Y(V),VS_R(V),VS_phase(V),T+_DC(V),T-_DC(V),VS_DC(V),f(Hz),I_R(A),I_offset(A),R_heater(Ohm),Stable?
6.9825000E+4,5.0751200E+1,1.0000000E-4,6.1292649E-2,5.0115096E-6,1.4026033E-6,5.2040873E-6,1.5635679E+1,-3.7164691E-6,-3.2274652E-7,3.7304568E-6,-1.7503676E+2,9.7515917E-7,1.0893854E-6,1.4620862E-6,4.8166809E+1,-9.0480037E-6,2.4956956E-5,9.3702995E-6,5.0000000E-1,3.9231576E-4,1.5318519E-7,5.1000000E+3,1.0000000E+0
6.9826000E+4,5.0749300E+1,1.0000000E-4,6.1293077E-2,5.0115096E-6,1.4026033E-6,5.2040873E-6,1.5635679E+1,-3.7164691E-6,-3.2274652E-7,3.7304568E-6,-1.7503676E+2,9.7515917E-7,1.0893854E-6,1.4620862E-6,4.8166809E+1,-9.0480037E-6,2.4956956E-5,9.3702995E-6,5.0000000E-1,3.9231576E-4,1.5318519E-7,5.1000000E+3,1.0000000E+0
6.9827000E+4,5.0745400E+1,1.0000000E-4,6.1541165E-2,4.9854908E-6,1.4278356E-6,5.1859264E-6,1.5981618E+1,-3.7499131E-6,-3.0361551E-7,3.7621843E-6,-1.7537109E+2,9.7695707E-7,1.0975580E-6,1.4693803E-6,4.8327117E+1,-9.0751238E-6,2.4865803E-5,9.3689631E-6,5.0000000E-1,3.9231653E-4,1.5548914E-7,5.1000000E+3,1.0000000E+0
6.9828000E+4,5.0739800E+1,1.0000000E-4,6.1542431E-2,4.9854908E-6,1.4278356E-6,5.1859264E-6,1.5981618E+1,-3.7499131E-6,-3.0361551E-7,3.7621843E-6,-1.7537109E+2,9.7695707E-7,1.0975580E-6,1.4693803E-6,4.8327117E+1,-9.0751238E-6,2.4865803E-5,9.3689631E-6,5.0000000E-1,3.9231653E-4,1.5548914E-7,5.1000000E+3,1.0000000E+0
6.9829000E+4,5.0736100E+1,1.0000000E-4,6.1661735E-2,5.0108482E-6,1.4462977E-6,5.2153980E-6,1.6099902E+1,-3.7151058E-6,-3.0202214E-7,3.7273621E-6,-1.7535232E+2,9.7843551E-7,1.0987071E-6,1.4712217E-6,4.8313865E+1,-9.0554822E-6,2.4857742E-5,9.3537010E-6,5.0000000E-1,3.9231717E-4,1.5742732E-7,5.1000000E+3,1.0000000E+0
6.9830000E+4,5.0732300E+1,1.0000000E-4,6.1662596E-2,5.0108482E-6,1.4462977E-6,5.2153980E-6,1.6099902E+1,-3.7151058E-6,-3.0202214E-7,3.7273621E-6,-1.7535232E+2,9.7843551E-7,1.0987071E-6,1.4712217E-6,4.8313865E+1,-9.0554822E-6,2.4857742E-5,9.3537010E-6,5.0000000E-1,3.9231717E-4,1.5742732E-7,5.1000000E+3,1.0000000E+0
6.9831000E+4,5.0730400E+1,1.0000000E-4,6.1233498E-2,4.9965574E-6,1.4008846E-6,5.1892257E-6,1.5661901E+1,-3.7334268E-6,-3.4061269E-7,3.7489322E-6,-1.7478715E+2,9.8290029E-7,1.0814828E-6,1.4614028E-6,4.7734026E+1,-9.0642413E-6,2.4800366E-5,9.3507697E-6,5.0000000E-1,3.9231803E-4,1.5819654E-7,5.1000000E+3,1.0000000E+0
6.9832000E+4,5.0726700E+1,1.0000000E-4,6.1234331E-2,4.9965574E-6,1.4008846E-6,5.1892257E-6,1.5661901E+1,-3.7334268E-6,-3.4061269E-7,3.7489322E-6,-1.7478715E+2,9.8290029E-7,1.0814828E-6,1.4614028E-6,4.7734026E+1,-9.0642413E-6,2.4800366E-5,9.3507697E-6,5.0000000E-1,3.9231803E-4,1.5819654E-7,5.1000000E+3,1.0000000E+0
6.9833000E+4,5.0722800E+1,1.0000000E-4,6.1586571E-2,4.9972229E-6,1.4427384E-6,5.2013201E-6,1.6103854E+1,-3.7398473E-6,-3.0565380E-7,3.7523169E-6,-1.7532766E+2,9.7416818E-7,1.1024082E-6,1.4711585E-6,4.8533841E+1,-9.0662460E-6,2.4754894E-5,9.3447976E-6,5.0000000E-1,3.9231699E-4,1.5625568E-7,5.1000000E+3,1.0000000E+0
6.9834000E+4,5.0717100E+1,1.0000000E-4,6.1587861E-2,4.9972229E-6,1.4427384E-6,5.2013201E-6,1.6103854E+1,-3.7398473E-6,-3.0565380E-7,3.7523169E-6,-1.7532766E+2,9.7416818E-7,1.1024082E-6,1.4711585E-6,4.8533841E+1,-9.0662460E-6,2.4754894E-5,9.3447976E-6,5.0000000E-1,3.9231699E-4,1.5625568E-7,5.1000000E+3,1.0000000E+0
6.9835000E+4,5.0713300E+1,1.0000000E-4,6.2116912E-2,5.0366762E-6,1.4315329E-6,5.2361621E-6,1.5866303E+1,-3.6883985E-6,-3.0781427E-7,3.7012205E-6,-1.7522945E+2,9.9423399E-7,1.0983645E-6,1.4815215E-6,4.7848766E+1,-9.0093678E-6,2.4801691E-5,9.3354378E-6,5.0000000E-1,3.9231808E-4,1.5724801E-7,5.1000000E+3,1.0000000E+0
6.9836000E+4,5.0709500E+1,1.0000000E-4,6.2117780E-2,5.0366762E-6,1.4315329E-6,5.2361621E-6,1.5866303E+1,-3.6883985E-6,-3.0781427E-7,3.7012205E-6,-1.7522945E+2,9.9423399E-7,1.0983645E-6,1.4815215E-6,4.7848766E+1,-9.0093678E-6,2.4801691E-5,9.3354378E-6,5.0000000E-1,3.9231808E-4,1.5724801E-7,5.1000000E+3,1.0000000E+0
6.9837000E+4,5.0705600E+1,1.0000000E-4,6.1290049E-2,4.9992476E-6,1.4116551E-6,5.1947326E-6,1.5768274E+1,-3.7545924E-6,-3.3981896E-7,3.7699391E-6,-1.7482839E+2,9.7906437E-7,1.0921941E-6,1.4667839E-6,4.8126323E+1,-9.0240664E-6,2.4795718E-5,9.3431585E-6,5.0000000E-1,3.9231852E-4,1.5651028E-7,5.1000000E+3,1.0000000E+0
6.9838000E+4,5.0701900E+1,1.0000000E-4,6.1290883E-2,4.9992476E-6,1.4116551E-6,5.1947326E-6,1.5768274E+1,-3.7545924E-6,-3.3981896E-7,3.7699391E-6,-1.7482839E+2,9.7906437E-7,1.0921941E-6,1.4667839E-6,4.8126323E+1,-9.0240664E-6,2.4795718E-5,9.3431585E-6,5.0000000E-1,3.9231852E-4,1.5651028E-7,5.1000000E+3,1.0000000E+0
6.9839000E+4,5.0698100E+1,1.0000000E-4,6.1695430E-2,5.0258762E-6,1.4479011E-6,5.2302819E-6,1.6071125E+1,-3.7130280E-6,-2.9610514E-7,3.7248161E-6,-1.7544045E+2,9.8037494E-7,1.1004061E-6,1.4737804E-6,4.8301485E+1,-8.9987065E-6,2.4862932E-5,9.3550445E-6,5.0000000E-1,3.9231786E-4,1.5642458E-7,5.1000000E+3,1.0000000E+0
6.9840000E+4,5.0696200E+1,1.0000000E-4,6.1695860E-2,5.0258762E-6,1.4479011E-6,5.2302819E-6,1.6071125E+1,-3.7130280E-6,-2.9610514E-7,3.7248161E-6,-1.7544045E+2,9.8037494E-7,1.1004061E-6,1.4737804E-6,4.8301485E+1,-8.9987065E-6,2.4862932E-5,9.3550445E-6,5.0000000E-1,3.9231786E-4,1.5642458E-7,5.1000000E+3,1.0000000E+0
6.9841000E+4,5.0690500E+1,1.0000000E-4,6.1259550E-2,4.9995376E-6,1.4358632E-6,5.2016420E-6,1.6024023E+1,-3.7253659E-6,-3.0645735E-7,3.7379496E-6,-1.7529730E+2,9.7759905E-7,1.0857601E-6,1.4610185E-6,4.8000693E+1,-9.0064155E-6,2.4882662E-5,9.3836640E-6,5.0000000E-1,3.9232006E-4,1.5847763E-7,5.1000000E+3,1.0000000E+0
6.9842000E+4,5.0686600E+1,1.0000000E-4,6.1260428E-2,4.9995376E-6,1.4358632E-6,5.2016420E-6,1.6024023E+1,-3.7253659E-6,-3.0645735E-7,3.7379496E-6,-1.7529730E+2,9.7759905E-7,1.0857601E-6,1.4610185E-6,4.8000693E+1,-9.0064155E-6,2.4882662E-5,9.3836640E-6,5.0000000E-1,3.9232006E-4,1.5847763E-7,5.1000000E+3,1.0000000E+0
6.9843000E+4,5.0682700E+1,1.0000000E-4,6.1500992E-2,5.0258069E-6,1.4286025E-6,5.2249057E-6,1.5867978E+1,-3.7129887E-6,-3.2163032E-7,3.7268930E-6,-1.7504922E+2,9.7904793E-7,1.0955000E-6,1.4692362E-6,4.8212853E+1,-8.9874421E-6,2.4902383E-5,9.3831588E-6,5.0000000E-1,3.9231865E-4,1.5734077E-7,5.1000000E+3,1.0000000E+0
6.9844000E+4,5.0679100E+1,1.0000000E-4,6.1501806E-2,5.0258069E-6,1.4286025E-6,5.2249057E-6,1.5867978E+1,-3.7129887E-6,-3.2163032E-7,3.7268930E-6,-1.7504922E+2,9.7904793E-7,1.0955000E-6,1.4692362E-6,4.8212853E+1,-8.9874421E-6,2.4902383E-5,9.3831588E-6,5.0000000E-1,3.9231865E-4,1.5734077E-7,5.1000000E+3,1.0000000E+0
6.9845000E+4,5.0675200E+1,1.0000000E-4,6.1102818E-2,5.0012466E-6,1.4442530E-6,5.2056060E-6,1.6107586E+1,-3.7410557E-6,-3.0155435E-7,3.7531897E-6,-1.7539154E+2,9.7433268E-7,1.0874658E-6,1.4601048E-6,4.8140732E+1,-8.9910952E-6,2.4914551E-5,9.4000762E-6,5.0000000E-1,3.9231915E-4,1.5819928E-7,5.1000000E+3,1.0000000E+0
6.9846000E+4,5.0673300E+1,1.0000000E-4,6.1103244E-2,5.0012466E-6,1.4442530E-6,5.2056060E-6,1.6107586E+1,-3.7410557E-6,-3.0155435E-7,3.7531897E-6,-1.7539154E+2,9.7433268E-7,1.0874658E-6,1.4601048E-6,4.8140732E+1,-8.9910952E-6,2.4914551E-5,9.4000762E-6,5.0000000E-1,3.9231915E-4,1.5819928E-7,5.1000000E+3,1.0000000E+0
6.9847000E+4,5.0667700E+1,1.0000000E-4,6.1442309E-2,5.0227280E-6,1.4079736E-6,5.2163384E-6,1.5659273E+1,-3.7163342E-6,-3.3393849E-7,3.7313074E-6,-1.7486537E+2,9.8192243E-7,1.0906267E-6,1.4675280E-6,4.8002388E+1,-8.9534465E-6,2.4947682E-5,9.4120763E-6,5.0000000E-1,3.9232052E-4,1.5860092E-7,5.1000000E+3,1.0000000E+0
6.9848000E+4,5.0663900E+1,1.0000000E-4,6.1443167E-2,5.0227280E-6,1.4079736E-6,5.2163384E-6,1.5659273E+1,-3.7163342E-6,-3.3393849E-7,3.7313074E-6,-1.7486537E+2,9.8192243E-7,1.0906267E-6,1.4675280E-6,4.8002388E+1,-8.9534465E-6,2.4947682E-5,9.4120763E-6,5.0000000E-1,3.9232052E-4,1.5860092E-7,5.1000000E+3,1.0000000E+0
6.9849000E+4,5.0660000E+1,1.0000000E-4,6.1472957E-2,5.0010027E-6,1.4207067E-6,5.1988880E-6,1.5859020E+1,-3.7376414E-6,-3.2846580E-7,3.7520465E-6,-1.7497772E+2,9.8310452E-7,1.0907156E-6,1.4683852E-6,4.7970430E+1,-8.9749438E-6,2.4860986E-5,9.3858386E-6,5.0000000E-1,3.9232100E-4,1.5769179E-7,5.1000000E+3,1.0000000E+0
6.9850000E+4,5.0658200E+1,1.0000000E-4,6.1473363E-2,5.0010027E-6,1.4207067E-6,5.1988880E-6,1.5859020E+1,-3.7376414E-6,-3.2846580E-7,3.7520465E-6,-1.7497772E+2,9.8310452E-7,1.0907156E-6,1.4683852E-6,4.7970430E+1,-8.9749438E-6,2.4860986E-5,9.3858386E-6,5.0000000E-1,3.9232100E-4,1.5769179E-7,5.1000000E+3,1.0000000E+0
6.9851000E+4,5.0652500E+1,1.0000000E-4,6.1641554E-2,4.9995671E-6,1.4153758E-6,5.1960523E-6,1.5806801E+1,-3.7318758E-6,-3.2633216E-7,3.7461166E-6,-1.7500251E+2,9.7732916E-7,1.0993459E-6,1.4709635E-6,4.8362595E+1,-9.0192002E-6,2.4782307E-5,9.3157706E-6,5.0000000E-1,3.9232071E-4,1.5713845E-7,5.1000000E+3,1.0000000E+0
6.9852000E+4,5.0648700E+1,1.0000000E-4,6.1642415E-2,4.9995671E-6,1.4153758E-6,5.1960523E-6,1.5806801E+1,-3.7318758E-6,-3.2633216E-7,3.7461166E-6,-1.7500251E+2,9.7732916E-7,1.0993459E-6,1.4709635E-6,4.8362595E+1,-9.0192002E-6,2.4782307E-5,9.3157706E-6,5.0000000E-1,3.9232071E-4,1.5713845E-7,5.1000000E+3,1.0000000E+0
6.9853000E+4,5.0645000E+1,1.0000000E-4,6.1822548E-2,5.0375786E-6,1.4527281E-6,5.2428634E-6,1.6086411E+1,-3.6949017E-6,-3.1211451E-7,3.7080607E-6,-1.7517159E+2,9.8110595E-7,1.1029481E-6,1.4761651E-6,4.8345933E+1,-9.0352655E-6,2.4780552E-5,9.3162153E-6,5.0000000E-1,3.9232171E-4,1.5812247E-7,5.1000000E+3,1.0000000E+0
6.9854000E+4,5.0641100E+1,1.0000000E-4,6.1823434E-2,5.0375786E-6,1.4527281E-6,5.2428634E-6,1.6086411E+1,-3.6949017E-6,-3.1211451E-7,3.7080607E-6,-1.7517159E+2,9.8110595E-7,1.1029481E-6,1.4761651E-6,4.8345933E+1,-9.0352655E-6,2.4780552E-5,9.3162153E-6,5.0000000E-1,3.9232171E-4,1.5812247E-7,5.1000000E+3,1.0000000E+0
6.9855000E+4,5.0637200E+1,1.0000000E-4,6.1411207E-2,5.0009303E-6,1.4263307E-6,5.2003580E-6,1.5918842E+1,-3.7374603E-6,-3.2805750E-7,3.7518304E-6,-1.7498369E+2,9.7570911E-7,1.0953683E-6,1.4669151E-6,4.8306663E+1,-9.0648280E-6,2.4799462E-5,9.2828693E-6,5.0000000E-1,3.9232315E-4,1.5829169E-7,5.1000000E+3,1.0000000E+0
6.9856000E+4,5.0633400E+1,1.0000000E-4,6.1412065E-2,5.0009303E-6,1.4263307E-6,5.2003580E-6,1.5918842E+1,-3.7374603E-6,-3.2805750E-7,3.7518304E-6,-1.7498369E+2,9.7570911E-7,1.0953683E-6,1.4669151E-6,4.8306663E+1,-9.0648280E-6,2.4799462E-5,9.2828693E-6,5.0000000E-1,3.9232315E-4,1.5829169E-7,5.1000000E+3,1.0000000E+0
6.9857000E+4,5.0631500E+1,1.0000000E-4,6.1470400E-2,5.0103013E-6,1.4128436E-6,5.2056936E-6,1.5747802E+1,-3.7241774E-6,-3.2885446E-7,3.7386686E-6,-1.7495372E+2,9.7847827E-7,1.0933531E-6,1.4672562E-6,4.8173575E+1,-9.0158987E-6,2.4833409E-5,9.3433214E-6,5.0000000E-1,3.9232128E-4,1.5855652E-7,5.1000000E+3,1.0000000E+0
6.9858000E+4,5.0627900E+1,1.0000000E-4,6.1471213E-2,5.0103013E-6,1.4128436E-6,5.2056936E-6,1.5747802E+1,-3.7241774E-6,-3.2885446E-7,3.7386686E-6,-1.7495372E+2,9.7847827E-7,1.0933531E-6,1.4672562E-6,4.8173575E+1,-9.0158987E-6,2.4833409E-5,9.3433214E-6,5.0000000E-1,3.9232128E-4,1.5855652E-7,5.1000000E+3,1.0000000E+0
6.9859000E+4,5.0622100E+1,1.0000000E-4,6.1345966E-2,5.0005844E-6,1.4042069E-6,5.1940005E-6,1.5685197E+1,-3.7341018E-6,-3.3571970E-7,3.7491631E-6,-1.7486255E+2,9.7908738E-7,1.0887170E-6,1.4642120E-6,4.8034832E+1,-8.9962408E-6,2.4860261E-5,9.3867956E-6,5.0000000E-1,3.9232236E-4,1.5884761E-7,5.1000000E+3,1.0000000E+0
6.9860000E+4,5.0618300E+1,1.0000000E-4,6.1346822E-2,5.0005844E-6,1.4042069E-6,5.1940005E-6,1.5685197E+1,-3.7341018E-6,-3.3571970E-7,3.7491631E-6,-1.7486255E+2,9.7908738E-7,1.0887170E-6,1.4642120E-6,4.8034832E+1,-8.9962408E-6,2.4860261E-5,9.3867956E-6,5.0000000E-1,3.9232236E-4,1.5884761E-7,5.1000000E+3,1.0000000E+0
6.9861000E+4,5.0614500E+1,1.0000000E-4,6.1840896E-2,5.0227940E-6,1.4292149E-6,5.2221753E-6,1.5883480E+1,-3.7101142E-6,-3.3025728E-7,3.7247842E-6,-1.7491320E+2,9.7935753E-7,1.1047229E-6,1.4763312E-6,4.8442412E+1,-9.0355077E-6,2.4865565E-5,9.3790866E-6,5.0000000E-1,3.9232211E-4,1.5850569E-7,5.1000000E+3,1.0000000E+0
6.9862000E+4,5.0610700E+1,1.0000000E-4,6.1841760E-2,5.0227940E-6,1.4292149E-6,5.2221753E-6,1.5883480E+1,-3.7101142E-6,-3.3025728E-7,3.7247842E-6,-1.7491320E+2,9.7935753E-7,1.1047229E-6,1.4763312E-6,4.8442412E+1,-9.0355077E-6,2.4865565E-5,9.3790866E-6,5.0000000E-1,3.9232211E-4,1.5850569E-7,5.1000000E+3,1.0000000E+0
6.9863000E+4,5.0608800E+1,1.0000000E-4,6.1719858E-2,4.9945426E-6,1.4387048E-6,5.1976271E-6,1.6069330E+1,-3.7305191E-6,-3.1794561E-7,3.7440436E-6,-1.7512855E+2,9.7378294E-7,1.1039327E-6,1.4720464E-6,4.8584370E+1,-9.0602553E-6,2.4794652E-5,9.3639921E-6,5.0000000E-1,3.9232190E-4,1.5948735E-7,5.1000000E+3,1.0000000E+0
6.9864000E+4,5.0603100E+1,1.0000000E-4,6.1721151E-2,4.9945426E-6,1.4387048E-6,5.1976271E-6,1.6069330E+1,-3.7305191E-6,-3.1794561E-7,3.7440436E-6,-1.7512855E+2,9.7378294E-7,1.1039327E-6,1.4720464E-6,4.8584370E+1,-9.0602553E-6,2.4794652E-5,9.3639921E-6,5.0000000E-1,3.9232190E-4,1.5948735E-7,5.1000000E+3,1.0000000E+0
6.9865000E+4,5.0599300E+1,1.0000000E-4,6.1765456E-2,4.9913618E-6,1.4448293E-6,5.1962703E-6,1.6143930E+1,-3.7419284E-6,-3.1399424E-7,3.7550793E-6,-1.7520341E+2,9.7279516E-7,1.1080552E-6,1.4744886E-6,4.8719125E+1,-9.0501411E-6,2.4781763E-5,9.3657128E-6,5.0000000E-1,3.9232252E-4,1.6147933E-7,5.1000000E+3,1.0000000E+0
6.9866000E+4,5.0595400E+1,1.0000000E-4,6.1766341E-2,4.9913618E-6,1.4448293E-6,5.1962703E-6,1.6143930E+1,-3.7419284E-6,-3.1399424E-7,3.7550793E-6,-1.7520341E+2,9.7279516E-7,1.1080552E-6,1.4744886E-6,4.8719125E+1,-9.0501411E-6,2.4781763E-5,9.3657128E-6,5.0000000E-1,3.9232252E-4,1.6147933E-7,5.1000000E+3,1.0000000E+0
6.9867000E+4,5.0593400E+1,1.0000000E-4,6.1733054E-2,4.9964819E-6,1.4309274E-6,5.1973440E-6,1.5981023E+1,-3.7327584E-6,-3.4048428E-7,3.7482549E-6,-1.7478818E+2,9.8162287E-7,1.0988355E-6,1.4734391E-6,4.8224625E+1,-9.0287440E-6,2.4775597E-5,9.3597616E-6,5.0000000E-1,3.9232194E-4,1.5982154E-7,5.1000000E+3,1.0000000E+0
6.9868000E+4,5.0589600E+1,1.0000000E-4,6.1733916E-2,4.9964819E-6,1.4309274E-6,5.1973440E-6,1.5981023E+1,-3.7327584E-6,-3.4048428E-7,3.7482549E-6,-1.7478818E+2,9.8162287E-7,1.0988355E-6,1.4734391E-6,4.8224625E+1,-9.0287440E-6,2.4775597E-5,9.3597616E-6,5.0000000E-1,3.9232194E-4,1.5982154E-7,5.1000000E+3,1.0000000E+0
6.9869000E+4,5.0584000E+1,1.0000000E-4,6.1524719E-2,5.0407391E-6,1.4023626E-6,5.2321766E-6,1.5546873E+1,-3.7012042E-6,-3.3988857E-7,3.7167778E-6,-1.7475314E+2,9.8070416E-7,1.0944002E-6,1.4695212E-6,4.8136130E+1,-8.9850649E-6,2.4794755E-5,9.3823764E-6,5.0000000E-1,3.9232211E-4,1.5936871E-7,5.1000000E+3,1.0000000E+0
6.9870000E+4,5.0580200E+1,1.0000000E-4,6.1525578E-2,5.0407391E-6,1.4023626E-6,5.2321766E-6,1.5546873E+1,-3.7012042E-6,-3.3988857E-7,3.7167778E-6,-1.7475314E+2,9.8070416E-7,1.0944002E-6,1.4695212E-6,4.8136130E+1,-8.9850649E-6,2.4794755E-5,9.3823764E-6,5.0000000E-1,3.9232211E-4,1.5936871E-7,5.1000000E+3,1.0000000E+0
6.9871000E+4,5.0576400E+1,1.0000000E-4,6.1253155E-2,4.9977134E-6,1.4268312E-6,5.1974019E-6,1.5933875E+1,-3.7444342E-6,-3.1893660E-7,3.7579925E-6,-1.7513152E+2,9.6992709E-7,1.0954540E-6,1.4631398E-6,4.8477966E+1,-8.9897844E-6,2.4764694E-5,9.3835499E-6,5.0000000E-1,3.9232326E-4,1.6112351E-7,5.1000000E+3,1.0000000E+0
6.9872000E+4,5.0572600E+1,1.0000000E-4,6.1254010E-2,4.9977134E-6,1.4268312E-6,5.1974019E-6,1.5933875E+1,-3.7444342E-6,-3.1893660E-7,3.7579925E-6,-1.7513152E+2,9.6992709E-7,1.0954540E-6,1.4631398E-6,4.8477966E+1,-8.9897844E-6,2.4764694E-5,9.3835499E-6,5.0000000E-1,3.9232326E-4,1.6112351E-7,5.1000000E+3,1.0000000E+0
6.9873000E+4,5.0568900E+1,1.0000000E-4,6.1189325E-2,4.9870811E-6,1.4263045E-6,5.1870341E-6,1.5960522E+1,-3.7386589E-6,-3.3795871E-7,3.7539028E-6,-1.7483475E+2,9.7258755E-7,1.0882627E-6,1.4595349E-6,4.8212630E+1,-9.0041058E-6,2.4726323E-5,9.3744183E-6,5.0000000E-1,3.9232341E-4,1.6124642E-7,5.1000000E+3,1.0000000E+0
6.9874000E+4,5.0565100E+1,1.0000000E-4,6.1190180E-2,4.9870811E-6,1.4263045E-6,5.1870341E-6,1.5960522E+1,-3.7386589E-6,-3.3795871E-7,3.7539028E-6,-1.7483475E+2,9.7258755E-7,1.0882627E-6,1.4595349E-6,4.8212630E+1,-9.0041058E-6,2.4726323E-5,9.3744183E-6,5.0000000E-1,3.9232341E-4,1.6124642E-7,5.1000000E+3,1.0000000E+0
6.9875000E+4,5.0563100E+1,1.0000000E-4,6.1455158E-2,4.9917011E-6,1.4540786E-6,5.1991753E-6,1.6240799E+1,-3.7362748E-6,-3.1144243E-7,3.7492326E-6,-1.7523505E+2,9.6638089E-7,1.1027178E-6,1.4662464E-6,4.8769879E+1,-9.0129417E-6,2.4707376E-5,9.3635870E-6,5.0000000E-1,3.9232511E-4,1.6188179E-7,5.1000000E+3,1.0000000E+0
6.9876000E+4,5.0557400E+1,1.0000000E-4,6.1456445E-2,4.9917011E-6,1.4540786E-6,5.1991753E-6,1.6240799E+1,-3.7362748E-6,-3.1144243E-7,3.7492326E-6,-1.7523505E+2,9.6638089E-7,1.1027178E-6,1.4662464E-6,4.8769879E+1,-9.0129417E-6,2.4707376E-5,9.3635870E-6,5.0000000E-1,3.9232511E-4,1.6188179E-7,5.1000000E+3,1.0000000E+0
6.9877000E+4,5.0555500E+1,1.0000000E-4,6.1544404E-2,5.0046644E-6,1.4420040E-6,5.2082667E-6,1.6073385E+1,-3.7324685E-6,-3.2223601E-7,3.7463525E-6,-1.7506571E+2,9.8018062E-7,1.0952069E-6,1.4697729E-6,4.8172317E+1,-8.9763035E-6,2.4744705E-5,9.4205001E-6,5.0000000E-1,3.9232490E-4,1.6158901E-7,5.1000000E+3,1.0000000E+0
6.9878000E+4,5.0551700E+1,1.0000000E-4,6.1545263E-2,5.0046644E-6,1.4420040E-6,5.2082667E-6,1.6073385E+1,-3.7324685E-6,-3.2223601E-7,3.7463525E-6,-1.7506571E+2,9.8018062E-7,1.0952069E-6,1.4697729E-6,4.8172317E+1,-8.9763035E-6,2.4744705E-5,9.4205001E-6,5.0000000E-1,3.9232490E-4,1.6158901E-7,5.1000000E+3,1.0000000E+0
6.9879000E+4,5.0546000E+1,1.0000000E-4,6.1560936E-2,5.0147401E-6,1.4365479E-6,5.2164440E-6,1.5985159E+1,-3.7160838E-6,-3.1958881E-7,3.7298011E-6,-1.7508457E+2,9.7860012E-7,1.0953584E-6,1.4688323E-6,4.8222197E+1,-8.9753862E-6,2.4747781E-5,9.4532128E-6,5.0000000E-1,3.9232402E-4,1.6302891E-7,5.1000000E+3,1.0000000E+0
6.9880000E+4,5.0544000E+1,1.0000000E-4,6.1561388E-2,5.0147401E-6,1.4365479E-6,5.2164440E-6,1.5985159E+1,-3.7160838E-6,-3.1958881E-7,3.7298011E-6,-1.7508457E+2,9.7860012E-7,1.0953584E-6,1.4688323E-6,4.8222197E+1,-8.9753862E-6,2.4747781E-5,9.4532128E-6,5.0000000E-1,3.9232402E-4,1.6302891E-7,5.1000000E+3,1.0000000E+0
6.9881000E+4,5.0540200E+1,1.0000000E-4,6.1735724E-2,4.9849411E-6,1.4519877E-6,5.1921004E-6,1.6239511E+1,-3.7434958E-6,-3.2276275E-7,3.7573843E-6,-1.7507217E+2,9.7891298E-7,1.1009231E-6,1.4731946E-6,4.8357314E+1,-9.0088346E-6,2.4728775E-5,9.4250101E-6,5.0000000E-1,3.9232543E-4,1.6192518E-7,5.1000000E+3,1.0000000E+0
6.9882000E+4,5.0536500E+1,1.0000000E-4,6.1736564E-2,4.9849411E-6,1.4519877E-6,5.1921004E-6,1.6239511E+1,-3.7434958E-6,-3.2276275E-7,3.7573843E-6,-1.7507217E+2,9.7891298E-7,1.1009231E-6,1.4731946E-6,4.8357314E+1,-9.0088346E-6,2.4728775E-5,9.4250101E-6,5.0000000E-1,3.9232543E-4,1.6192518E-7,5.1000000E+3,1.0000000E+0
6.9883000E+4,5.0532800E+1,1.0000000E-4,6.1446851E-2,4.9961493E-6,1.4218889E-6,5.1945429E-6,1.5886192E+1,-3.7302329E-6,-3.4759329E-7,3.7463928E-6,-1.7467640E+2,9.7841898E-7,1.0913940E-6,1.4657573E-6,4.8124231E+1,-9.0455241E-6,2.4736528E-5,9.3917525E-6,5.0000000E-1,3.9232654E-4,1.6224256E-7,5.1000000E+3,1.0000000E+0
6.9884000E+4,5.0526900E+1,1.0000000E-4,6.1448183E-2,4.9961493E-6,1.4218889E-6,5.1945429E-6,1.5886192E+1,-3.7302329E-6,-3.4759329E-7,3.7463928E-6,-1.7467640E+2,9.7841898E-7,1.0913940E-6,1.4657573E-6,4.8124231E+1,-9.0455241E-6,2.4736528E-5,9.3917525E-6,5.0000000E-1,3.9232654E-4,1.6224256E-7,5.1000000E+3,1.0000000E+0
6.9885000E+4,5.0525000E+1,1.0000000E-4,6.1584310E-2,5.0007921E-6,1.4364822E-6,5.2030186E-6,1.6026761E+1,-3.7370882E-6,-3.2779409E-7,3.7514367E-6,-1.7498720E+2,9.7623598E-7,1.0999419E-6,1.4706831E-6,4.8409851E+1,-8.9716888E-6,2.4857146E-5,9.4136270E-6,5.0000000E-1,3.9232726E-4,1.6141846E-7,5.1000000E+3,1.0000000E+0
6.9886000E+4,5.0521100E+1,1.0000000E-4,6.1585192E-2,5.0007921E-6,1.4364822E-6,5.2030186E-6,1.6026761E+1,-3.7370882E-6,-3.2779409E-7,3.7514367E-6,-1.7498720E+2,9.7623598E-7,1.0999419E-6,1.4706831E-6,4.8409851E+1,-8.9716888E-6,2.4857146E-5,9.4136270E-6,5.0000000E-1,3.9232726E-4,1.6141846E-7,5.1000000E+3,1.0000000E+0
